"param","importance","dataset","imputation","time_taken"
"min_samples_split",0.0107613503838159,"phpWfYmlu.csv","False",111.681590031018
"('max_features', 'min_samples_leaf')",0.0781400833193076,"phpWfYmlu.csv","False",111.681590031018
"('min_samples_leaf', 'min_samples_split')",0.0485517247075279,"phpWfYmlu.csv","False",111.681590031018
"('criterion', 'min_samples_leaf')",0.0256428460861012,"phpWfYmlu.csv","False",111.681590031018
"('criterion', 'max_features')",0.0198401931190236,"phpWfYmlu.csv","False",111.681590031018
"('max_features', 'min_samples_split')",0.0166176618972297,"phpWfYmlu.csv","False",111.681590031018
"('criterion', 'min_samples_split')",0.0075474579786288,"phpWfYmlu.csv","False",111.681590031018
"('criterion', 'max_features', 'min_samples_leaf')",0.0528660143729264,"phpWfYmlu.csv","False",111.681590031018
"criterion",0.00491734258420129,"phpoW7Dbi.csv","False",106.389100468019
"max_features",0.070346914634233,"phpoW7Dbi.csv","False",106.389100468019
"min_samples_leaf",0.315568209764421,"phpoW7Dbi.csv","False",106.389100468019
"min_samples_split",0.0197745592185775,"phpoW7Dbi.csv","False",106.389100468019
"('max_features', 'min_samples_leaf')",0.13660768514498,"phpoW7Dbi.csv","False",106.389100468019
"('min_samples_leaf', 'min_samples_split')",0.0802823217769435,"phpoW7Dbi.csv","False",106.389100468019
"('max_features', 'min_samples_split')",0.0585810449037064,"phpoW7Dbi.csv","False",106.389100468019
"('criterion', 'min_samples_leaf')",0.0241120381776067,"phpoW7Dbi.csv","False",106.389100468019
"('criterion', 'max_features')",0.0166418746773387,"phpoW7Dbi.csv","False",106.389100468019
"('criterion', 'min_samples_split')",0.0106254158176071,"phpoW7Dbi.csv","False",106.389100468019
"('criterion', 'max_features', 'min_samples_leaf')",0.0466677167569106,"phpoW7Dbi.csv","False",106.389100468019
"criterion",0.0293708135274495,"phphQEck0.csv","False",103.593576027022
"max_features",0.421831474897063,"phphQEck0.csv","False",103.593576027022
"min_samples_leaf",0.432274295119286,"phphQEck0.csv","False",103.593576027022
"min_samples_split",0.00261178774025826,"phphQEck0.csv","False",103.593576027022
"('max_features', 'min_samples_leaf')",0.0451081723578541,"phphQEck0.csv","False",103.593576027022
