max_features,min_samples_leaf,min_samples_split,criterion,"('max_features', 'min_samples_leaf')","('max_features', 'min_samples_split')",dataset
0.7317289102238008,0.0746242907627853,0.0038634429565852,0.009107719477271991,0.0510195293342219,0.0202014635573811,dataset_14_mfeat-fourier.csv
0.7095982912485359,0.12098535690220098,0.00280751845672088,0.0019309422753222602,0.102683935564985,0.0152927284194207,shuttle.csv
0.0157622925292975,0.5802468094683121,0.0131672209223593,0.11040182507274302,0.0408703093754514,0.0138169053760408,phpxijhaP.csv
0.285847438827955,0.0399059757560766,0.0224490701202427,0.00257636112576361,0.15663373436712302,0.12372072017210901,leukemia.csv
0.681939498448689,0.0628204314383761,0.00693693765779458,0.007567426734408491,0.0687657826044087,0.0281253051267389,dataset_22_mfeat-zernike.csv
0.701765418646251,0.0321878992279583,0.005996869496343571,0.0265457815729364,0.0417119235427164,0.0344146934941762,phpYLeydd.csv
0.11813671323865199,0.6889189197644289,0.00789322499800284,0.000249949366516601,0.0892588981193975,0.0125048404143063,dataset_183_adult.csv
0.7412925958994109,0.156000904245151,0.00231728286512595,0.0034658052319238397,0.0315726111088547,0.0136606971599502,phplE7q6h.csv
0.19476420947492398,0.33435282231320695,0.0133324204502418,0.0528273700125382,0.0866059278261591,0.0298889937350308,phpPbCMyg.csv
0.7338625392546759,0.0873094872037508,0.0035931986896626396,0.0461960807825422,0.0371022907822232,0.010321436727634001,kdd_JapaneseVowels.csv
0.8001400735668559,0.0550670748159189,0.00311864275135971,0.0222554419731211,0.028412051355873,0.0134509420365201,eye_movements.csv
0.888287852896505,0.00471006044996288,0.00426144900407813,0.00032503033435442595,0.0303606595496282,0.0267782944836121,aaaData_for_UCI_named.csv
0.735243035530801,0.0501561864631981,0.00497299131245555,0.0127903702335691,0.04432157181203201,0.0284336323209348,phpfLuQE4.csv
0.8322932908997479,0.075724959870715,0.0015428918356527302,0.0235403076191753,0.0208463238276309,0.0063801413758877105,avila-tr.csv
0.6503188498302309,0.111432227480784,0.00785543119429845,0.000769973104842624,0.0550230280276036,0.0421192917165399,dataset_60_waveform-5000.csv
0.209441816797683,0.536452556178865,0.00794070977594242,0.009031009176357109,0.0684168788524813,0.0201306611100885,dataset_12_mfeat-factors.csv
0.0149013402318391,0.619955441860544,0.0339378437363831,0.00196955489078472,0.0416207065861706,0.0463468699181638,phpmPOD5A.csv
0.0821680270134341,0.248830929617167,0.0173638751494391,0.00258085639194559,0.18564753010634602,0.0682976151804035,tumors_C.csv
0.308605818306106,0.23185299386029698,0.0191329459909309,0.00825352128226777,0.126046069649874,0.0470454941444595,phpSZJq5T.csv
0.87541451241941,0.0610479630873553,0.00194135089227898,0.0015118643367081099,0.0144265310530955,0.0100631701960055,electricity-normalized.csv
0.6892977675627011,0.20353829311998103,0.00588016166687061,0.00162664850109749,0.0335982336072323,0.00931449525776078,MagicTelescope.csv
0.9533305573056041,0.00657861902447423,0.0023221055969132897,0.000621000568828279,0.00864564870815048,0.00690035570548522,php3CTpvq.csv
0.11992420687000001,0.734668833307353,0.00193955782402932,0.0336470180077446,0.0355244893951963,0.007160980169712791,phpmcGu2X.csv
0.336283853068939,0.495379903749557,0.0037339904738686795,0.0309152187538378,0.0391602857412987,0.00888074009326835,phpBDgUyY.csv
0.7246152226621372,0.16180461151804099,0.00376999290648029,0.00064535681372485,0.0355488503579016,0.0143053690359455,dataset_16_mfeat-karhunen.csv
0.7815221720733,0.0261157485268914,0.0164434690185984,0.00262928014120391,0.0324909147338245,0.0330355743089457,connect-4.csv
0.6998593930138549,0.0038345071047728298,0.00330873260961433,0.17962072486262803,0.0154904390865503,0.0163679381975635,phpuZu33P.csv
0.925541656809756,0.00630923163213805,0.000549146385159479,0.000130430089358248,0.0207522229724596,0.0090506951607182,speeddating.csv
0.21921516546745398,0.0285448879740499,0.0288157867635668,0.0015976963312160802,0.150116157459471,0.153099490884741,AP_Endometrium_Prostate.csv
0.326110532350557,0.10534578942233698,0.0238158666928211,0.00358471861995986,0.116448025324721,0.0921887262113097,gina_agnostic.csv
0.36006680682306796,0.10814293019783301,0.016045639745887,0.00244352761040395,0.14347571686290697,0.0824185580902519,dataset_53_heart-statlog.csv
0.511477904318868,0.0536805038971534,0.0159001403816007,0.0104418564350672,0.0809786157349743,0.05473401914289401,wine-quality-red.csv
0.150521127223551,0.16784925582523,0.0228398722470366,0.007569243733401609,0.14381078126775698,0.0808638875007412,phpOJxGL9.csv
0.12368497963766198,0.0418124817843019,0.007876912592508079,0.0018978015322591302,0.10365413122455999,0.0516433145318331,phpH2fvsy.csv
0.39308961935885206,0.403005461566911,0.00661675542141013,0.000315590617138023,0.0793211328611539,0.0257561995371768,openml_phpZNNasq.csv
0.13352254920200302,0.0806985188793622,0.0321468023723241,0.00284171553808692,0.188976494654972,0.0964351009006242,analcatdata_cyyoung9302.csv
0.46169859327298207,0.146738024767398,0.0142472166927712,0.00111679246097746,0.11205085537061699,0.0511105139179854,dataset_37_diabetes.csv
0.115770829289353,0.360462027382484,0.0128310423073774,0.0058629871722991,0.14431451938952403,0.048311456314562996,analcatdata_reviewer.csv
0.0522538656047649,0.5179268353719639,0.0102849571369732,0.00514888776177798,0.117142893088357,0.0368259155900745,pc1.csv
0.128080380781551,0.239413848657269,0.0239681226253396,0.00230870409685642,0.157458907857098,0.0613708958583089,phpSRnbqC.csv
0.19381191384681,0.288696959961432,0.004465157011054329,0.00318034718274177,0.0873131411463253,0.02093655247614,phplVyjYQ.csv
0.264617195825681,0.0574565575614247,0.0281487617289519,0.00374962065132867,0.169872753981376,0.0814636372967899,dataset_59_ionosphere.csv
0.408355684935415,0.34540610438743397,0.00621417229539327,0.0119743044964916,0.0755124990644968,0.0252713596213745,dataset_7_audiology.csv
0.121181859027166,0.7292349887810241,0.00825956670548034,0.0025457624423866603,0.0464874213757061,0.0162905146368566,phpflaNJC.csv
0.0343819094620588,0.412751260062584,0.0178836395435427,0.0016229535870070002,0.0770029802523312,0.0194617825740517,braziltourism.csv
0.175442994974376,0.26127913418532894,0.0068314227370540395,0.0128001532428342,0.070514197363936,0.0178092889336899,biomed.csv
0.8242605287844029,0.0549086740188574,0.0033184669760632397,0.0009119200221240631,0.034939607929117995,0.0106843158177517,phpSOw1Kl.csv
0.0701949180476517,0.08989711405439998,0.0545260180468756,0.0187046921574854,0.13696421831348402,0.0811489314688849,phpajta2z.csv
0.223230903836577,0.307622546090084,0.00381735531900725,0.00392975098355751,0.0811848799029682,0.0198443694823633,phpjuWdq9.csv
0.692885817120592,0.150810889826406,0.0010605010714029401,0.000574350442126854,0.0853775291113926,0.00861798580902981,irish.csv
0.39120084505355107,0.20142680275171498,0.0103066496817161,0.0194519339681312,0.0995538706098493,0.0395893283991322,phpvz1IQW.csv
0.0980300849871138,0.733418266672457,0.00229296953073016,0.000358978274698212,0.084754348321891,0.01158139208167,phpysQLwp.csv
0.0763618008094546,0.051525045233252,0.033791990610898,0.0030692225583899397,0.132625976556286,0.13666431103779197,phpy0HwUD.csv
0.400821852244215,0.18845748429677103,0.0150546335172338,0.0027356881960492697,0.11591404676585701,0.058398210465536,mfeat-morphological.csv
0.389203644185644,0.0535377346648358,0.00510278106925019,0.00179538906013316,0.12439369734454903,0.0318148854198027,bridges.csv
0.0523233876255714,0.164242380022103,0.0360257377934249,0.0027810577061749,0.134459985206527,0.0718527556834148,phpBG0Qsi.csv
0.283455602644101,0.18273974224417103,0.0112595507367722,0.00485446184224351,0.13408236295506198,0.0242752729395588,analcatdata_broadwaymult.csv
0.300696250028835,0.447556398026016,0.0116112210194101,0.000594726344921474,0.0971790959168995,0.0201736169269002,php4fATLZ.csv
0.0565254081923872,0.7557309336670741,0.00590899390725414,0.000390310091741012,0.0611060180698126,0.0175117057624224,phpSF8oeR.csv
0.0868390217150586,0.155996916321793,0.0240139408209274,0.0025561467195084103,0.167242404998415,0.07573867646983501,analcatdata_dmft.csv
0.0741743773145858,0.260331729708637,0.0243320244849462,0.00161124607817205,0.19901087388432,0.0733037514659684,phpTXWrKb.csv
0.308444180051827,0.184273375073536,0.005903670370484579,0.00117796985316624,0.14192753094603303,0.0257371812635652,dataset_29_credit-a.csv
0.26225984949290304,0.0957128825777851,0.0154912239876579,0.10684010582120401,0.0994963168968475,0.0341607951324653,dataset_113_primary-tumor.csv
0.43873317419439295,0.269990380414419,0.00767935696255805,0.0286223843662291,0.0740427043447017,0.0236249315119626,vowel.csv
0.52436803983481,0.26321207139479197,0.00573450987780421,0.0120031516654494,0.0616855531476044,0.0171670353794716,php50jXam.csv
0.040692235475483,0.0404543435048934,0.0103999092017992,0.000460738996500581,0.128202681318803,0.0342568168613076,pbc.csv
0.0479970595460221,0.201368586714235,0.0256317934472462,0.0248352222201276,0.11122947579735498,0.0643112041227767,php5J5AK6.csv
0.0669252462009296,0.44400226375193297,0.0158714368253703,0.0022937089221455303,0.114968352403776,0.0537417932104344,dataset_48_tae.csv
0.0330043618779732,0.473738106815875,0.0123388695381832,0.0218370900653676,0.098589757813064,0.0272175146144122,phptbYBGx.csv
0.0929618170393422,0.16316624751603798,0.031774728267032995,0.00686017096901809,0.172464567617501,0.0815621080964975,dataset_106_molecular-biology_promoters.csv
0.0115956234003579,0.11997509415310999,0.0133121847196761,0.000719782730283327,0.0347439358784435,0.0165081946426568,analcatdata_marketing.csv
0.0917113164525823,0.327878439365706,0.0347042198618647,0.004884230553815179,0.129584695714798,0.0539202839017378,php4ylQmK.csv
0.0538826802406479,0.190576702266922,0.0513802196183407,0.00121282696009295,0.130557416808251,0.0762572337076751,phpXxoe1Q.csv
0.0846767732521905,0.14991452907296,0.0156241864791191,0.0334862535116256,0.136467249198078,0.0566428054673908,dataset_40_sonar.csv
0.786871664150478,0.0541581966375158,0.007101386564479,0.000312657932168817,0.0464791124544891,0.021310130205516996,fri_c2_1000_5.csv
0.0585229522564405,0.69210407248847,0.00487092929585899,0.0015006543706981,0.12764417889503998,0.0155601609974329,phpRql5hp.csv
0.555463608177681,0.20008774487321002,0.00173317463586472,0.00339067214961405,0.08137475825464999,0.00980738598083885,dataset_35_dermatology.csv
0.13674288010124802,0.196036720656595,0.0121312888729543,0.000785152063403732,0.14795590099772699,0.0291699009567568,heart-c.csv
0.0564910985846935,0.385055511566079,0.014038753435743,0.00142798881672167,0.13938793351712198,0.0427329968299678,phpgNaXZe.csv
0.766624430503511,0.00834401972763394,0.0046552390360712,0.00054326963986227,0.12364781889467401,0.0181754514612213,dataset_185_yeast.csv
0.693096053084989,0.0282559654916947,0.00585450322580689,0.00171210455942454,0.0798364201342777,0.0352482714327334,phpelnJ6y.csv
0.540872394132519,0.007526147016954541,0.00163814744662651,0.000245232519681177,0.0588625808738943,0.0163110612927926,dataset_25_colic.ORIG.csv
0.220310827353708,0.492589088842497,0.00597643180315018,0.00459593915376287,0.0492763212609179,0.0103164380490072,dataset_9_autos.csv
0.662493095596221,0.0498628263929184,0.0022531401569951303,0.00914487431657849,0.0535151046606191,0.0216518224870912,colleges_aaup.csv
0.44203873563913004,0.149700461412455,0.00669294615819145,0.009947991453613459,0.13188119243643098,0.0299879045081505,dataset_61_iris.csv
0.379388904725,0.263867217670043,0.0113786762749754,0.00295495986696612,0.0874986999527178,0.0372186344047873,dataset_41_glass.csv
0.6705088778795649,0.0287573110955613,0.00255370149428406,0.00825422019091982,0.0408375828233512,0.0185023574520209,dataset_194_eucalyptus.csv
0.830177959387606,0.0499907830388469,0.00328281828883474,0.000416197403815043,0.0369172816300899,0.0184299207503664,fri_c3_500_10.csv
0.738021107399487,0.0754023512764274,0.00366975929110954,0.000316481283656464,0.0881285584284661,0.0183418504566077,solar-flare_1.csv
0.0754284581520969,0.749734982050504,0.0054974245076648606,0.000278587063818064,0.0830793840765323,0.0140759467174365,phpVDlhKL.csv
0.22773632589565698,0.0813868568374483,0.0224524683159691,0.004373103832274229,0.16630494596912498,0.0831568525317551,phpnYQXoc.csv
0.30451325307954696,0.0618846652330492,0.007366819847741491,0.0008508840630071401,0.0955332922770581,0.0472381979414836,phpu00N5N.csv
0.0633020727004503,0.430285105542735,0.0258283022393712,0.00110548596600697,0.1362964567127,0.0425499339782559,phpXeun7q.csv
0.40658749091063107,0.351201747584039,0.005869178934676179,0.0006493131996553911,0.12305850488049401,0.01489829502658,phpSj3fWL.csv
0.0926579086749906,0.292916115021104,0.0186439709483794,0.00785478221422418,0.122670912629638,0.0571654032044503,profb.csv
0.41873725897310793,0.263866027609955,0.00662152652106405,0.00123640389907536,0.146893556561222,0.0267530085700133,audiology.csv
0.763478165174335,0.0611427837262831,0.00484477554503286,0.00042101623607884703,0.067902500652168,0.0209974243635025,dataset_39_ecoli.csv
0.361392691717822,0.514329457761264,0.0018806787566116897,0.00350207793673045,0.0393265927765913,0.00488334173870605,phpFsFYVN.csv
0.0665833120425019,0.0937919507485377,0.00656430534260137,0.012326046382023,0.122157790900752,0.0308302148487823,openml_phpJNxH0q.csv
0.0505746364809408,0.464368632832255,0.0209488024904587,0.00210665152917498,0.11674941704692099,0.0525933449423068,kc2.csv
0.0686657412472872,0.21617165341766603,0.00787973029006408,0.0006415096470559031,0.154683110483732,0.0283416060164665,dataset_51_heart-h.csv
0.426276660968697,0.44326055424777905,0.009373854677483421,0.000226543017177625,0.0376086839828298,0.0152729550108286,phpd8EoD9.csv
0.0427401445220471,0.38722649945159493,0.00652153675432685,0.0005665482211609519,0.10063594287459697,0.0245545733685582,dataset_105_lung-cancer.csv
0.31162236756154,0.355321981874947,0.029036145006974,0.000472622948259488,0.0798708334173821,0.032383250790948,php7KLval.csv
0.0454016021327313,0.553475161172795,0.0172775806550845,0.0052286327817463295,0.0466259162413712,0.0124271006870276,dataset_190_braziltourism.csv
0.6375426326092111,0.18171043483867802,0.00177795612181163,0.00027008530059231004,0.0493358184149314,0.0120963156611946,cars.csv
0.0434099120950505,0.5662541726431529,0.00262730102507097,0.000835911281729723,0.07292944548464199,0.00867336096072287,dataset_4_labor.csv
0.0918613419087379,0.30501968426368,0.0373408468033849,0.0011719490912287,0.160940095811836,0.06591259405299299,php0iVrYT.csv
0.8685210213969471,0.0140377339185648,0.0034677381886842103,0.00101644407023973,0.0293221403158742,0.0201655687844534,fri_c2_1000_10.csv
0.828072440509162,0.0250364922193155,0.00577293797636288,0.0009844194505677039,0.037082692158817,0.0223978507662659,phpfKh1CO.csv
0.450267058796493,0.146092030923446,0.00706874496057312,0.0687356959952823,0.0715597708332441,0.0267690127074984,dataset_54_vehicle.csv
0.0789259100276893,0.0190098994158537,0.009563663078152691,0.0006656707564486991,0.0689125709053846,0.058868800641355,schizo.csv
0.23321545939839003,0.448002867285258,0.00820578235539569,0.0029830194194813697,0.102342415692995,0.029647426995873,dataset_11_balance-scale.csv
0.0785884062428503,0.638870680958043,0.00985301826714044,0.000822280535138646,0.10856245764762301,0.0222098433014905,arsenic-male-bladder.csv
0.210657481205873,0.0890401691400803,0.00906666764393888,0.0167871603618507,0.0834810844922045,0.0327926502385507,autoMpg.csv
0.119402987795626,0.0492241232492308,0.00764925459688377,0.0019878985664428302,0.0953616222520556,0.055953042056938,dataset_55_hepatitis.csv
0.0415965805750522,0.539436352886816,0.00689775086326904,0.00227873979009224,0.0529775141609322,0.0127783616345586,autoHorse.csv
0.5497692991745079,0.0842986572722394,0.0113374273566966,0.0016036268348271802,0.0976840384776806,0.0558806412252957,dataset_23_cmc.csv
0.5937027274328349,0.0476390246021631,0.008558584966764959,0.00136192281614532,0.133703326632988,0.0549255890404761,dataset_56_vote.csv
0.6849541919019879,0.17832293168451302,0.00473912979000584,0.000320719655885183,0.0422200477043232,0.017023577029315,dataset_50_tic-tac-toe.csv
0.192612477844292,0.303023268187163,0.0061989346070488,0.0024528248947139103,0.102368959232043,0.021038765519951,autos.csv
0.10282594210854801,0.16283586876608402,0.0229424670203508,0.00261741193869515,0.17788162850269698,0.10651406808368699,AP_Breast_Prostate.csv
0.0144611683806273,0.516412470506714,0.0259669510437919,0.0585724278489694,0.0352848953544241,0.0148122245824981,hiva_agnostic.csv
0.186904882286745,0.11097864181155599,0.0257987771788256,0.0024748371584053896,0.14295752838467402,0.11174781235397302,AP_Prostate_Lung.csv
0.734618596669645,0.020114266574359,0.00541234951804295,0.0369700550805886,0.0430267098068225,0.0220635305330179,php1PI19i.csv
0.176817323404043,0.13562910969714598,0.0173148634084061,0.0163939203073826,0.15644739421200898,0.061919345947030004,phpvtdNPU.csv
0.34253992728657107,0.0783741175951335,0.0212583863399449,0.00228611381955052,0.14872119258296498,0.07544422593327099,AP_Breast_Omentum.csv
0.0895121976707731,0.0552698219541055,0.0343443495492418,0.0034754499044537,0.12721520338732303,0.131199392624766,AP_Endometrium_Lung.csv
0.38849894708912797,0.074638766141036,0.0147780397090023,0.00182329835134472,0.12947440520053,0.0928128452418875,AP_Endometrium_Uterus.csv
0.0906420543274545,0.0492670007306109,0.0437492213478321,0.0032879934701880603,0.146788753264049,0.15554475964520498,AP_Lung_Uterus.csv
0.0624746880765341,0.0552223967777056,0.0256078495200006,0.0584295586706441,0.10936100525254301,0.0659894891431292,phpZZfh5g.csv
