,AB_max,ET_max,RF_max,GB_max,DT_max,SVM_max
99,0.9642857,0.957142857,0.960714285714286,0.9714286,0.9535714285714292,0.9714286
100,0.6238126,0.621009385,0.603125,0.6258275,0.609215634194181,0.6003184
101,0.8568683000000001,0.854844547,0.861454133064516,0.8682151,0.85876176539986,0.826578
102,0.999979889,0.999929599,0.999959770114943,0.999959780513844,0.999879308596731,0.9994871
103,0.984532828,0.983728309,0.983560606060606,0.9893939,0.9668265993265992,0.9777273
104,0.8464285709999999,0.7607142859999999,0.8017857142857142,0.8794643,0.844642857142857,0.7625
105,0.738390313,0.7409116809999999,0.744236467236467,0.7405271,0.7373846153846151,0.6867948717948721
106,0.624806393,0.630367723,0.6302665089178249,0.6260094,0.627929751613962,0.6129324871430141
107,0.697618159,0.643217886,0.665341272804865,0.6899979,0.692314360396885,0.64066
108,0.5560255999999999,0.532820513,0.538589743589744,0.5426923,0.613589743589744,0.5669231
109,0.9397423,0.926601297,0.931170821931692,0.9383615,0.913704773487382,0.938897334549509
110,0.9324028,0.922443341,0.919873192174456,0.9220136,0.8923608712449621,0.885996852217527
111,0.9051869,0.897456757,0.8928213672182008,0.8817666999999999,0.821291613599735,0.8722785
112,0.7390909000000001,0.7863636359999999,0.827272727272727,0.7959090999999999,0.831363636363636,0.6977273
113,0.9925,0.9925,0.9925,0.9938889,0.992222222222222,0.994444444444444
114,0.7236364000000001,0.638181818,0.7017532467532471,0.7064501999999999,0.7140692640692641,0.6755194999999999
115,0.5431842,0.541864186,0.546113782370971,0.5456776999999999,0.540089674749109,0.5294828968606861
116,0.7183313,0.733095552,0.7292699809141641,0.7394212,0.704688637831677,0.7038183498471221
117,1.0,1.0,0.994788106630212,1.0,0.991466697668164,1.0
118,0.9364286,0.903333333,0.912857142857143,0.9333333,0.882857142857143,0.9330952
119,0.8999495000000001,0.89530303,0.88290404040404,0.9082576,0.8109090909090909,0.839848484848485
120,0.9450434,0.941130935,0.9289339968001,0.9423935,0.903256122337461,0.9306971831511752
121,0.6781384,0.6663575270000001,0.6726747311827961,0.6847043,0.6865389784946241,0.6571035
122,0.7859439,0.7960621520000001,0.794986214540826,0.7869951,0.767197543643678,0.739305566433708
123,0.975,0.975,0.975,0.975,0.98,0.98
124,0.8934554,0.875309103,0.891417486403756,0.8986858,0.8389538767868291,0.836105708936373
125,0.9170556,0.923390217,0.910848913566305,0.9165333,0.8738740928958321,0.8068678503461109
126,0.6866531,0.580959184,0.6886938775510201,0.6462143,0.698530612244898,0.6710102
127,0.9691176,0.966176471,0.965992647058824,0.967451,0.9703921568627448,0.8964950980392159
128,0.932744,0.935952765,0.934015394036403,0.9276227,0.911891772349213,0.915594580323255
129,0.9927778,0.993888889,0.991666666666667,0.9805556,0.8966666666666671,0.9972222
130,0.6683098000000001,0.682943867,0.682476091476091,0.6842911,0.685531531531532,0.6075232
131,0.6433694999999999,0.641176471,0.6537151702786379,0.6378139,0.6589267285861711,0.6453646
132,0.9343186,0.926600985,0.922619047619048,0.9320197,0.9001642036124801,0.850821018062397
133,1.0,1.0,1.0,1.0,1.0,0.9966667
134,0.8612095,0.843913377,0.8463419553161601,0.8668113000000002,0.8273546879724542,0.892800984280342
135,0.9708948,0.935221507,0.920935792349727,0.9771038,0.8607630757220921,1.0
136,0.8303809000000001,0.791666667,0.8,0.8147973000000001,0.812002096436059,0.773130677847659
137,0.6741498,0.6732083090000001,0.684264525392265,0.6787143,0.6644513941074339,0.628327393340396
138,0.9692475,0.968342551,0.9672830777610192,0.9674669,0.96499183006536,0.953340246354952
139,1.0,0.986452763,0.9864527629233508,1.0,0.938156093326871,0.992424242424243
140,0.865966693,0.815872423,0.841761921357456,0.8472186658082241,0.878367883195986,0.8534690999999999
141,0.832224237,0.8364363890000001,0.8273726415094341,0.8244064,0.7722249975429301,0.8067764000000001
142,0.660761896,0.625087749,0.612579412966716,0.6642637,0.6317158570745369,0.6400912
143,0.701829279,0.637738851,0.631094643387324,0.692719,0.609962541864974,0.8037683000000001
144,0.893144617,0.88004288,0.8827608720000001,0.8827815999999999,0.8714113447390189,0.837435
145,0.978634231,0.97292377,0.972595387,0.9837463,0.970207006010545,0.9621089
146,0.85429878,0.865099156,0.8647156140000001,0.8636959999999999,0.8446964776774379,0.8492886999999999
147,0.997726366,0.99671638,0.995956963,0.9965103,0.979323845925188,0.9978272
148,0.998393409,0.99653576,0.996512664,0.9977651,0.995966849886585,0.9824252
149,0.974847349,0.972735784,0.971785696,0.9767296999999998,0.958606081301326,0.879387
150,0.936885948,0.930501511,0.931474981,0.939041,0.921184476804568,0.8985331
151,0.975648365,0.973393673,0.972487166,0.9749546999999998,0.9655784267783258,0.9704733
152,0.98872549,0.985714286,0.985714285714286,0.985714285714286,0.9914285714285708,0.9412605
153,0.962678571,0.943571429,0.970147058823529,0.965850840336135,0.958497899159664,0.8444013000000001
154,0.741454245,0.7501413290000001,0.752431657351012,0.7583377,0.7538639287832841,0.7318231042155771
155,0.608518167,0.6140167360000001,0.620139541482421,0.6072339,0.596064110073398,0.6085967237863521
156,0.842761905,0.850011905,0.8535714285714279,0.8595,0.821547619047619,0.7165119000000001
157,0.996153846,0.989583333,0.990277777777778,1.0,0.9736111111111108,0.94823717948718
