,datasets,RF_mean,RF_max,RF_min,RF_std,GB_mean,GB_max,GB_min,GB_std,DT_mean,DT_max,DT_min,DT_std,SVM_mean,SVM_max,SVM_min,SVM_std,ET_mean,ET_max,ET_min,ET_std,AB_mean,AB_max,AB_min,AB_std
12,AP_Endometrium_Prostate.csv,0.9845571428571401,0.992857142857143,0.9714285714285721,0.003822120480182701,0.9844119031999972,1.0,0.9523809999999999,0.006838252120265112,0.9764380952380931,1.0,0.9273809523809521,0.011818127366670742,0.7207595237999997,0.9833333000000001,0.5,0.22477221895578764,0.9831809526500009,0.9928571429999999,0.976190476,0.004389420808703175,0.975242857183999,0.9928571429999999,0.9369047620000001,0.009839630704101742
13,MagicTelescope.csv,0.8442197436509313,0.8581832848836459,0.8253601139462471,0.005641359237777993,0.8444897066000004,0.8643723,0.6150364,0.02470622106533484,0.8051661229475141,0.824358485346072,0.7595375995301321,0.013644471796628095,0.6747360052000001,0.8446836999999999,0.5177712999999999,0.12057844789748784,0.7989464102260008,0.852862111,0.5679923960000001,0.07044235000323201,0.8365960002099999,0.860081002,0.667456568,0.0169138141808126
14,phpmcGu2X.csv,0.8952614583333335,0.9484375,0.828125,0.025207931765124668,0.8505927066000005,0.965625,0.4494792,0.14522361109691692,0.8614979166666662,0.9328125,0.728125,0.03674866144964807,0.6626135428000007,0.9182292,0.521875,0.1338896134696406,0.9082916666539989,0.9546875,0.8432291670000001,0.0208675247416815,0.9118447916579998,0.941145833,0.665625,0.026453487632908883
15,AP_Endometrium_Uterus.csv,0.7712401098901103,0.856456043956044,0.640888278388278,0.04681466104100616,0.7586468851999998,0.8454212,0.630815,0.034240925764825424,0.6981654761904764,0.8082417582417579,0.5658424908424909,0.04510110065009058,0.5691557679999998,0.7151099,0.5,0.07406255192664578,0.6768017399240002,0.80782967,0.5762362639999999,0.047127310420430175,0.7278938644580002,0.83228022,0.598855311,0.03935255087039185
16,AP_Prostate_Lung.csv,0.9777400183150153,0.9857142857142859,0.941437728937729,0.009334253049141972,0.9788927631999983,0.9857143,0.9515568000000001,0.005554975968638408,0.9608979853479863,0.9857142857142859,0.9165293040293041,0.010921224747148031,0.7197184068000002,0.9693681000000001,0.5,0.21239827480576784,0.977175641101998,0.985714286,0.969047619,0.004752383878844806,0.953298626398,0.985714286,0.914102564,0.011831744825266633
17,phpuZu33P.csv,0.8933994119867067,0.941233742811183,0.773223886843885,0.03418333002188923,0.9497894211999993,0.9709831,0.7029863000000001,0.02414862522150128,0.8496574531765542,0.932254995951726,0.71223404509026,0.04860170280142598,0.5674010472000018,0.6859379,0.5,0.06657180647162303,0.9368110396180014,0.9663583509999999,0.81058257,0.024464563258330095,0.9107299260859998,0.970756988,0.5,0.06472689917114488
18,kdd_JapaneseVowels.csv,0.9594389312388791,0.976464792964808,0.912810613784422,0.009558354341061063,0.9712485075999998,0.9854825999999999,0.8016859000000001,0.018971773024060126,0.927881170164218,0.95655575620914,0.8526846231242441,0.01909817497415371,0.6512226231999999,0.997654,0.5030979,0.13068832236238562,0.9210364623680001,0.984784455,0.5,0.10206451197339338,0.9816309594239992,0.993268853,0.901632661,0.01182329388755974
19,dataset_12_mfeat-factors.csv,0.9684766666666673,0.983333333333333,0.931666666666667,0.009833538009234715,0.897133888200002,0.985,0.48444440000000005,0.14113074190602654,0.9196688888888882,0.9380555555555551,0.8922222222222221,0.00906944734713556,0.5804044431999996,0.9825,0.5047222,0.06714883725323752,0.9777566666760076,0.9852777779999999,0.968888889,0.0037666294084394785,0.9652349999920056,0.9894444440000001,0.558333333,0.05676722146735042
20,phpBDgUyY.csv,0.9782135999999995,0.9894,0.9555,0.0064126733738433285,0.9122591999999989,0.9942,0.5084,0.1377021837087426,0.9442738,0.9651,0.9132,0.009385513800458519,0.7311120000000002,0.9991,0.5359,0.15273821322628842,0.9815726000000001,0.9925,0.9599,0.006015330218306434,0.9594113999999998,0.9952,0.5613,0.07966996936158659
21,dataset_16_mfeat-karhunen.csv,0.9547749999999994,0.9808333333333342,0.899444444444444,0.015731909358219096,0.8810561109999994,0.9794444,0.4888889,0.14596681217197288,0.8641994444444446,0.9038888888888891,0.782222222222222,0.021161079070108068,0.6214855549999995,0.9872221999999999,0.5058332999999999,0.09418633503020638,0.9724094444160034,0.982777778,0.9561111109999999,0.005208098420879413,0.958607777794003,0.9852777779999999,0.630833333,0.048780366566899436
22,dataset_14_mfeat-fourier.csv,0.8969283333333329,0.919166666666667,0.8686111111111109,0.008730986931410303,0.820373888399999,0.9138889000000001,0.4905556,0.13629887152903924,0.8435850000000003,0.868055555555556,0.7877777777777779,0.013879514660996626,0.5632027788000001,0.9086110999999999,0.5033333,0.04969010785566527,0.9024738888879974,0.9175,0.8847222220000001,0.006108005404678437,0.8750894444579976,0.9169444440000001,0.6219444439999999,0.05046605627229983
23,dataset_22_mfeat-zernike.csv,0.8571083333333331,0.8811111111111108,0.827777777777778,0.008830918933442641,0.7955866658000004,0.8880556000000001,0.4888889,0.12488390549881369,0.8063522222222222,0.828055555555556,0.7616666666666658,0.010975847285401248,0.5645577767999993,0.8955556,0.4983333,0.06192436493347485,0.8668527778000036,0.886388889,0.8530555559999999,0.00598455715934592,0.8621705555619984,0.8894444440000001,0.6280555560000001,0.038649051469209515
24,phpSF8oeR.csv,0.7205499999999997,0.9375,0.5,0.15450263631814998,0.7781999999999997,0.975,0.5,0.14838099217108414,0.6880000000000002,0.8875,0.5,0.10975583212463368,0.6348749999999993,0.8375,0.525,0.06130610697561067,0.7129999999999991,0.9125,0.5,0.14531468513344015,0.8213000000000003,0.95,0.7,0.044759824438524456
25,php5J5AK6.csv,0.7670652380952385,0.833333333333333,0.6519841269841271,0.031317596132525785,0.7770349208,0.8495238000000002,0.6755555999999999,0.02661974374668407,0.7213726984126989,0.8292063492063491,0.573809523809524,0.03735451995255923,0.7261368283999979,0.8177778,0.6238889,0.02389420171713026,0.750354603182,0.836507937,0.695873016,0.02426095367645878,0.7437058730399999,0.846904762,0.611428571,0.0487014612592838
26,dataset_48_tae.csv,0.6423559821428567,0.781830357142857,0.5541071428571429,0.033588978533221236,0.7208011542000005,0.7783929,0.6124554,0.033212083117749217,0.6093094642857142,0.7216517857142858,0.5080357142857139,0.038131796218492144,0.5916539285714286,0.7573214285714291,0.43459821428571394,0.1168849106570046,0.653802053598,0.7375,0.5290625,0.028551906576132442,0.7151578572460007,0.787053571,0.567008929,0.031605479537808255
27,dataset_106_molecular-biology_promoters.csv,0.8754033333333341,0.951666666666667,0.681666666666667,0.04957600892894307,0.9145833331999995,0.9633333000000001,0.83,0.023648474635688612,0.7473100000000001,0.86,0.621666666666667,0.042870615570093216,0.6790266666666662,0.8966666666666671,0.5,0.1340212604064233,0.8749266666539999,0.951666667,0.653333333,0.051711362135472276,0.8170100000059997,0.971666667,0.6333333329999999,0.06783830918121012
28,phpXxoe1Q.csv,0.6482890909090916,0.733051948051948,0.495238095238095,0.059580627265261914,0.7047369262000002,0.7490043000000001,0.5,0.021034604500145195,0.675717662337662,0.7597619047619051,0.5,0.042689124436557764,0.6108256731999995,0.7278139,0.465974,0.0787113329057668,0.6505327272899991,0.723268398,0.495238095,0.05804028677535055,0.6853823376620004,0.7515151520000001,0.5,0.027519891338991537
29,phpRql5hp.csv,0.7526149387254901,0.8893504901960779,0.5581372549019611,0.09148711191521888,0.7957834836000002,0.8933885,0.6482843,0.07401982935925316,0.6945294730392155,0.8914767156862741,0.533860294117647,0.09015244346127621,0.6726799495999998,0.8540440999999999,0.5496569,0.0696039008199236,0.7415732597959992,0.8825857840000001,0.591403186,0.07151423931571282,0.8246734681840006,0.920232843,0.587303922,0.055961398518866654
30,phpnYQXoc.csv,0.673733798391152,0.731821266968326,0.6030291603821021,0.019884385912845786,0.6560747916000004,0.725176,0.5900779,0.023496493291963565,0.6326829562594267,0.7040321769733531,0.5562971342383111,0.02500139028899087,0.5369386981999996,0.6503557,0.4644583,0.03090598191112262,0.6642828883779991,0.724002011,0.6152187029999999,0.021833131835448855,0.6357116390200003,0.693647562,0.554543741,0.024403216415822028
31,phpgEDZOc.csv,0.6097677590511857,0.740265293383271,0.498882646691635,0.06705737585964876,0.6732536791999998,0.7613514,0.4334238,0.05357658004642691,0.6430261111111113,0.735530586766542,0.511376404494382,0.04523046625644302,0.5187585259999999,0.6286049,0.4827215999999999,0.023170328871133378,0.5411622658299998,0.705265293,0.49943820200000005,0.056389268659004475,0.6904144569460001,0.7499687890000001,0.559709738,0.027713315114635984
32,php1PI19i.csv,0.9709703849740993,0.9830040037192479,0.9305456820944971,0.008251914183475335,0.9069164111999993,0.9833241,0.517745,0.0962589248797776,0.9470172543222486,0.96743239500716,0.8607033254447242,0.014188965732677462,0.6551905806,0.8570517,0.6374715999999999,0.01670402978178096,0.9698939375119996,0.9872200609999999,0.913353269,0.013463564290545172,0.9773196958879994,0.9885363559999999,0.942308715,0.007041677455538632
33,AP_Endometrium_Lung.csv,0.9047593406593405,0.950961538461539,0.819184981684982,0.021349487843275325,0.9247256394000009,0.9688187,0.8608059000000001,0.017454377094080206,0.8682259157509155,0.929624542124542,0.8128663003663,0.02192377132831404,0.6597750917999998,0.8709707,0.5,0.16498479831851529,0.916489468862001,0.9533424909999999,0.8934981679999999,0.010222270546126407,0.8774643772739994,0.971794872,0.8017399270000001,0.039344332602793665
34,AP_Lung_Uterus.csv,0.9393000000000055,0.9644230769230769,0.896153846153846,0.00854081396024473,0.942820510999999,0.9685896999999999,0.9112179,0.008815097837168714,0.9050519230769225,0.943910256410256,0.8516025641025642,0.014250488078094928,0.6497076926,0.8769231,0.5,0.16535683226205153,0.9454801282200005,0.972115385,0.927884615,0.006636558920417255,0.9183698718139994,0.96025641,0.8689102559999999,0.01679526076757014
35,hiva_agnostic.csv,0.5632237464985993,0.6717156862745101,0.499754901960784,0.0436265250216691,0.6042790968000001,0.663834,0.5107843,0.03709404161260061,0.5820480322128859,0.6672023809523809,0.511733193277311,0.03423833922342933,0.4970104394,0.5266597,0.48468140000000004,0.005139984227940242,0.5626248949699998,0.669268207,0.49975490200000006,0.043910647905356245,0.6236541316460003,0.661453081,0.49987745100000003,0.028767113116322122
36,php9HX2u8(2).csv,0.9998754388499786,1.0,0.9939751072654079,0.00048459598357908346,0.9659974992000002,1.0,0.5159532,0.08946449668677517,0.9874607556733976,1.0,0.9096528386336971,0.015535476654225885,0.7800543574000006,1.0,0.6235034,0.1116996628938956,1.0,1.0,1.0,0.0,0.9695039731180001,1.0,0.463250825,0.08346849068459056
37,phpn1jVwe.csv,0.7353439518547925,0.8091580956402551,0.6514653690316999,0.034683793532612826,0.6787927241999997,0.8118137,0.4504572,0.09304015365185205,0.736749323701611,0.8008709687689559,0.653800827108238,0.030408984170651954,0.6001695647999995,0.8008706999999999,0.48970159999999996,0.10230722213580215,0.5904529916839997,0.785577216,0.5,0.09125537896642046,0.7806179177159999,0.82326066,0.605357227,0.025560939193340466
38,pc3.csv,0.5367346251266462,0.6283744934143871,0.49857396149949296,0.02458666324220594,0.6010968509999998,0.6462011999999999,0.5196454,0.024266232355315977,0.5816418667679837,0.6503463779128671,0.527724164133738,0.022488464111098203,0.5381039022000002,0.6328514000000001,0.49895829999999997,0.01603895518246701,0.5080220756960001,0.6042882470000001,0.498571429,0.01742626584564149,0.6000437005600001,0.656015071,0.498221884,0.029790902500677705
39,kin8nm.csv,0.826992317536845,0.851104439399482,0.798159164513136,0.011481821750402946,0.8338945861999988,0.8781699000000001,0.7250899000000001,0.04157215904817602,0.7500766808158229,0.7852681853998299,0.684478821844195,0.025053478442193116,0.642467291,0.9049754000000001,0.5075845,0.12389329052783435,0.8111353733560004,0.855505457,0.779587605,0.016340621587698213,0.821919088888,0.888090377,0.663003221,0.048892892707696665
40,dataset_20_mfeat-pixel.csv,0.9648783333333328,0.9872222222222221,0.917222222222222,0.01268288292826507,0.9389638880000034,0.9880556,0.5002778,0.10276305307153714,0.9140094444444433,0.9355555555555559,0.8838888888888891,0.010152377779310565,0.6122072231999998,0.8886110999999999,0.5044444,0.05659395998474369,0.9717044444280026,0.9875,0.9541666670000001,0.007654601190045231,0.9619955555520037,0.990833333,0.604444444,0.051069430296154315
41,dataset_187_abalone.csv,0.6155231198037557,0.626699312336934,0.599981658262315,0.004917941555452674,0.5436017284660328,0.624176658252584,0.497147306606148,0.038156405839092626,0.6013645548468184,0.6137763306026751,0.5798886636988161,0.005937365604934418,0.5648510578,0.6158908000000001,0.5303611999999999,0.023164907313224885,0.621125671918,0.628303055,0.607410392,0.003528058483059259,0.600526856804,0.621901757,0.534390691,0.012396702445580143
42,php3isjYz.csv,0.5546860109289617,0.602991803278689,0.5015710382513661,0.019201534183414196,0.5738368844000005,0.6221448,0.49844259999999996,0.02446456539385356,0.5366839344262294,0.577568306010929,0.491612021857924,0.013823389410813871,0.6089238267999996,0.7319126,0.4620219,0.10971034488670994,0.53300926229,0.6104644810000001,0.474508197,0.026059938699994213,0.5755239344140001,0.64442623,0.49934426200000004,0.03618440086947493
43,jungle_chess_2pcs_endgame_panther_lion.csv,0.9984827969686261,1.0,0.994741809013713,0.0009881264067868375,0.9980719140853338,1.0,0.9258627952191221,0.007597751583195873,0.9962890890618643,1.0,0.9781442578277401,0.003250996216548299,0.7362033711999989,0.9990435999999999,0.6522654,0.07970249483820183,0.9985173092779998,1.0,0.994097397,0.001015645748604775,0.9915207596020006,1.0,0.278375635,0.045651111934816066
44,php5s7Ep8.csv,0.8629101573693513,0.8880976839115999,0.8385722159050891,0.009734792317571801,0.8442401119999994,0.8953605,0.47382820000000003,0.08388282378756651,0.8273912352173514,0.851245743601055,0.770442576619923,0.013941704213058364,0.6636354207999998,0.8599005,0.5822289,0.069999113839228,0.8446082766379995,0.890916017,0.755587461,0.018979090783480538,0.8331487532359989,0.894862058,0.6430012620000001,0.053898650781001804
45,php9xWOpn.csv,0.9963673119766963,1.0,0.9579583143634699,0.006026811667171207,0.9995708499999999,1.0,0.9622545,0.0031505564587703907,0.9687246148582825,1.0,0.7897012503046429,0.040577115441526916,0.5597032554000002,0.9992537,0.4506053,0.09668467350920416,0.9986953221239995,1.0,0.96263999,0.0035471788220501816,0.9980999595019998,1.0,0.5,0.023412011392936253
46,page-blocks.csv,0.917101740327049,0.93943028816017,0.857841598837141,0.015125868243935138,0.8704908648000003,0.9382306999999999,0.5869164000000001,0.07985075097068907,0.9035536666678493,0.936556773372505,0.835538650411235,0.017476922575068162,0.6877850748000004,0.9314261,0.5251515999999999,0.14983508953683009,0.7633599385780003,0.934581275,0.5,0.14444005456470538,0.9177536299500008,0.9380516990000001,0.716182812,0.01946259614435398
47,dataset_24_mushroom.csv,0.9993548179317188,1.0,0.9974341046446461,0.0005749454487318059,0.999640209457118,1.0,0.943789992243929,0.003210119095917304,0.9987215257913561,1.0,0.9926475387738491,0.0011789504093592767,0.6374560441999997,0.9994888000000001,0.5,0.13909814676914223,0.999392013798,1.0,0.997195314,0.0005594374048825603,0.9998174529600002,1.0,0.969822237,0.001592718491140677
48,phpyM5ND4.csv,0.9801606060606063,0.9888888888888892,0.966666666666667,0.004315611705295727,0.961316664599999,0.9936869,0.5967172,0.06475873496434015,0.9619939393939385,0.981313131313131,0.876010101010101,0.012882061945829287,0.7919414162000006,0.9825758,0.6199495,0.14975767948301263,0.9716060605959995,0.9909090909999999,0.9138888890000001,0.011852148639102443,0.9684909090540005,0.993686869,0.706818182,0.04666426768240587
49,phpcSeK3V.csv,0.8232164765661738,0.9239311958448059,0.7007734283340329,0.06541460188102595,0.8381831085999998,0.9224486999999999,0.5867201999999999,0.0760483182526366,0.8239599620103911,0.9041171076205909,0.6707174534984061,0.05278899916970915,0.6768329506,0.9337654000000001,0.4798424,0.18463586743480886,0.5614749406239999,0.903831585,0.5,0.11331367753385412,0.8942640612839998,0.920992162,0.5,0.03662976613170956
50,dataset_28_optdigits.csv,0.9789606665498305,0.991006333194516,0.9472175078591389,0.007775267820570357,0.9374147932000004,0.9924860000000001,0.49951579999999995,0.11489994889715463,0.9261109720425358,0.950366545492344,0.88057428216303,0.012631776602330504,0.6055943587999996,0.9916896000000001,0.5009888,0.10199356832772762,0.9851886810220003,0.992583474,0.976656651,0.003568276382177161,0.9727608580100001,0.993670901,0.757562147,0.03264904935219645
51,php8Mz7BG.csv,0.8596759012355608,0.892313732262315,0.825931701144398,0.014208393595964215,0.8511469224000002,0.8895341999999998,0.7304459,0.034148523330010915,0.8034766435042082,0.852374599282869,0.7582143386471001,0.015964449403838586,0.7168845454000005,0.8710072,0.49128249999999996,0.14464167275501671,0.7086962062739995,0.899568129,0.5,0.13936610714274605,0.8492216908639997,0.905268574,0.668350821,0.04771325411180752
52,phpEZ030X.csv,0.856341666666666,0.933333333333333,0.4833333333333329,0.06750752440392654,0.8265416672000003,0.9041667,0.6666667,0.037656258922367486,0.7811249999999998,0.904166666666667,0.654166666666667,0.04673222429637263,0.6222333297999987,0.7916667,0.48333329999999997,0.10827286968150383,0.8556500000159991,0.9291666670000001,0.4875,0.07036804230605172,0.8188666666500003,0.9208333329999999,0.65,0.038789529374151185
53,dataset_36_segment.csv,0.9801338383838374,0.989393939393939,0.9684343434343431,0.004288216602670965,0.9627272725999999,0.9936869,0.5550505,0.06650118121581833,0.9623868686868696,0.9808080808080809,0.87020202020202,0.012385854470663203,0.7918994970000003,0.9830808000000001,0.6224746999999999,0.14995283876043958,0.9716641414319992,0.991161616,0.9174242420000001,0.011717738369178766,0.9688858585840001,0.9939393940000001,0.704040404,0.04714623346044425
54,phpd0f4kM.csv,0.7588104104626745,0.770966415044293,0.735676829784412,0.004731234672001358,0.7546884108000004,0.7807808,0.6157416,0.01483471168959175,0.7373346482514757,0.7598336753025781,0.6962316279229771,0.009552901446269265,0.5892295532,0.7438117,0.5159961,0.04814314380489881,0.7421230008319996,0.7634365740000001,0.704837722,0.010223353188443595,0.7458537052380001,0.7814555459999999,0.610476107,0.02033877357784289
55,jungle_chess_2pcs_raw_endgame_complete.csv,0.8634968754675686,0.8739608282532271,0.8257321827698221,0.006835748826268662,0.8734222606000003,0.9039802,0.7837308000000001,0.026788677727683067,0.8333683598401899,0.85603708724658,0.790541349965973,0.013166546278063357,0.7364291375999995,0.8963333,0.6011786,0.09864709099763616,0.8686102478779998,0.8750470490000001,0.828577097,0.005474067670268108,0.8545896034979994,0.900165242,0.73868279,0.030211418960487475
56,dataset_31_credit-g.csv,0.6478652380952373,0.6926190476190479,0.5409523809523811,0.022683188954637352,0.6751709528000006,0.7092857,0.5026189999999999,0.013540204465948492,0.6272199999999994,0.668095238095238,0.574047619047619,0.016100422581575728,0.5521123682000014,0.64,0.4992857,0.051226477197777995,0.6418490475979994,0.6840476190000001,0.543333333,0.023112631652581466,0.6572866666760002,0.6959523809999999,0.524761905,0.018528888232875775
57,phpAmSP4g.csv,0.9456072150072158,0.9653968253968249,0.913856421356421,0.00900332227501204,0.960352171600001,0.9774892,0.9183694,0.006578159756335593,0.9223071500721504,0.949195526695527,0.8941017316017321,0.009849723477543489,0.6986855716000001,0.9606818000000001,0.5,0.1869083967831969,0.9466969336279999,0.9682106779999999,0.913614719,0.010388334113346734,0.9465718759060003,0.980227273,0.889321789,0.020568825245382737
58,php0FyS2T.csv,0.7581348484848495,0.829292929292929,0.677272727272727,0.027617639856064094,0.5528984848484845,0.806818181818182,0.502020202020202,0.06377402919703198,0.6852489898989901,0.727020202020202,0.636616161616162,0.019901272001415938,0.6214803052000004,0.8643939,0.49595959999999994,0.11587520517576685,0.7781171717259997,0.834848485,0.733080808,0.022330196447453137,0.7098813131159998,0.8292929290000001,0.5078282829999999,0.09690529660077735
59,churn.csv,0.8437007916605722,0.8780443952815391,0.630840476806739,0.04496344522805897,0.8336511331999997,0.89049,0.5445988,0.06697107901086784,0.8190345858585136,0.8616457055336851,0.6710545012362901,0.042413573927784866,0.49978468620000005,0.8104332,0.47823640000000006,0.030795471977759,0.7514851117380001,0.890278694,0.5,0.12207100273083761,0.7877343708239997,0.877721086,0.545608013,0.06892571024003832
60,dataset_6_letter.csv,0.959141413926914,0.98260822576114,0.9272315591121579,0.011516200698263543,0.6232497548104486,0.985202281719016,0.48977777018471397,0.19400567344457278,0.8896603373658846,0.9379056869498921,0.7600896042317759,0.028315300049658574,0.6798824700000003,0.9888923000000001,0.5198050000000001,0.16469803982496772,0.9619520051460001,0.985568915,0.864429097,0.016923342575896345,0.8789381747780002,0.9854405829999999,0.5767108710000001,0.10728855025207154
61,dataset_42_soybean.csv,0.9446855699634783,0.9705079096580059,0.8770607603808679,0.018116745442772652,0.7644735578000011,0.9749818000000001,0.4946469,0.1622042707136243,0.9118874586218659,0.967755971998845,0.816161607327484,0.03276261326356054,0.6430149013999998,0.9584389000000001,0.5969721,0.042792978709202185,0.9441653234940008,0.973560433,0.873767503,0.019186959427170726,0.9244246753520003,0.9743304490000001,0.565653284,0.09301946662528182
62,phpfrJpBS.csv,0.986763390004391,0.999073795343753,0.954056443764672,0.010223182825506799,0.9942049755999993,1.0,0.9364594999999999,0.015673215060903564,0.946357238633243,0.995112251188543,0.8231786044612859,0.04157967173677832,0.8772199592,1.0,0.7693576999999999,0.08343062916150012,0.9851048888279995,0.9991252359999999,0.9680501709999999,0.008056973847046183,0.9697975336499997,1.0,0.67915654,0.044227784794115245
63,kc1.csv,0.6055995154827255,0.65045055214438,0.575470263094824,0.016274480830208375,0.6438612288000005,0.6858267,0.5541311999999999,0.02132455266892484,0.6145563486260827,0.664936766248576,0.571378793466331,0.016752059374770405,0.5651027295999997,0.6800271999999999,0.5253591,0.020040247136376792,0.5792797729739998,0.663405417,0.498595506,0.03260314955675391,0.634067643236,0.679531593,0.5,0.028238521485573143
64,file7a97574fa9ae.csv,0.9361481259119645,0.9494566208657591,0.9193967351653699,0.00672925657799901,0.9398864026000013,0.9539366,0.8623472,0.011751140949192499,0.9071914260092407,0.9291631201361871,0.779505107003891,0.024516706946458522,0.6306843435999999,0.9123776,0.5015602,0.10366853694029576,0.9325402419600001,0.9533567909999999,0.8926700809999999,0.010962124205625878,0.9354794671200002,0.953550584,0.838414245,0.012187767327373162
65,mfeat-pixel.csv,0.9698250000000013,0.9863888888888891,0.936666666666667,0.007674390691334265,0.9776361042000019,0.9922221999999999,0.8752778,0.013740843776577421,0.9536166666666659,0.9813888888888891,0.9016666666666671,0.013126738297044976,0.4764694448000006,0.9925,0.4427778,0.03529186666251414,0.9689083330339975,0.987222222,0.944444444,0.006743766569654681,0.976968888852004,0.994722222,0.9205555559999999,0.0116130776681846
